phylum,classe,ordine,famiglia,specie_lat,specie_it,L. 157/92 art. 2,L. 157/92,79/409 CEE Ap.1,79/409 CEE Ap.2/I,79/409 CEE Ap.2/II,79/409 CEE Ap.3/I,79/409 CEE Ap.3/II,BERNA Ap.2,BERNA Ap.3,CITES All. A,CITES All. B,CITES All. D,BONN Ap.1,BONN Ap.2,HABITAT Ap.2,HABITAT Ap.4,HABITAT Ap.5,BARCELLONA all. 2,ENDEMICA,CHECKLIST,IUCN,Valori
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,Myotis blythi oxygnathus,,,x,,,,,,x,,,,,,x,x,x,,,,,None,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,Myotis blythi punicus,,,x,,,,,,x,,,,,,x,x,x,,,,,None,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis brandti (Eversmann, 1845)",Vespertilio di Brandt,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis capaccinii (Bonaparte, 1837)",Vespertilio di Capaccini,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis daubentoni (Leisler in Kuhl, 1819) ",Vespertilio di  Daubenton,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis emarginatus (Geoffroy E., 1806)",Vespertilio smarginato,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis myotis (Borkhausen, 1797)",Vespertilio maggiore,,x,,,,,,x,,,,,,x,x,x,,,,,"A minor rischio, Quasi a rischio",5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis mystacinus (Kuhl, 1817)",Vespertilio mustacchino,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis nattereri (Kuhl, 1818)",Vespertilio di Natterer,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Nyctalus lasiopterus (Schreber, 1780) ",Nottola gigante,,x,,,,,,x,,,,,,x,,x,,,,,"A minor rischio, Quasi a rischio",4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Nyctalus leisleri (Kuhl, 1818) ",Nottola di Leisler,,x,,,,,,x,,,,,,x,,x,,,,,"A minor rischio, Quasi a rischio",4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Nyctalus noctula (Schreber, 1774) ",Nottola comune,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Pipistrellus kuhli (Kuhl, 1817)",Pipistrello albolimbato,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Pipistrellus nathusii (Keyserling & Blasius, 1839)",Pipistrello di Nathusius,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Pipistrellus pipistrellus (Schreber, 1774)",Pipistrello nano,,x,,,,,,,x,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Pipistrellus pygmaeus (Leach, 1825)",Pipistrello pigmeo,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Plecotus auritus (Linnaeus, 1758)",Orecchione comune,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Plecotus austriacus (Fischer, 1829)",Orecchione meridionale,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Vespertilio murinus Linnaeus, 1758",Serotino bicolore,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,INSECTIVORA,Erinaceidae,"Erinaceus concolor Martin, 1838",Riccio,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,MAMMALIA,INSECTIVORA,Erinaceidae,"Erinaceus europaeus Linnaeus, 1758",Riccio,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Crocidura leucodon (Hermann, 1780)",Crocidura ventre bianco,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Crocidura russula (Hermann, 1780)",Crocidura rossiccia,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,Crocidura russula cossyrensis,,,x,,,,,,,x,,,,,,,,,,x,,None,3
Chordata,MAMMALIA,INSECTIVORA,Soricidae,Crocidura russula ichnusae,,,x,,,,,,,x,,,,,,,,,,x,,None,3
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Crocidura sicula Miller, 1901",Crocidura siciliana,,x,,,,,,,x,,,,,,,,,,x,,None,3
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Crocidura suaveolens (Pallas, 1811) ",Crocidura minore,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Neomys anomalus Cabrera, 1907",Toporagno d'acqua di Miller,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Neomys fodiens (Pennant, 1771)",Toporagno d'acqua,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Sorex alpinus Schinz, 1837",Toporagno alpino,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Sorex araneus  Linnaeus, 1758",Toporagno comune,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Sorex minutus  Linnaeus, 1766",Toporagno nano,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Sorex samniticus Altobello, 1926",Toporagno appenninico,,x,,,,,,,x,,,,,,,,,,x,,None,3
Chordata,MAMMALIA,INSECTIVORA,Soricidae,"Suncus etruscus (Savi, 1822)",Mustiolo,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,LOGOMORPHA,Leporidae,"Lepus capensis (Linnaeus, 1758)",,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,MAMMALIA,LOGOMORPHA,Leporidae,Lepus capensis mediterraneus,Lepre sarda,,,,,,,,,x,,,,,,,,,,x,,None,2
Chordata,MAMMALIA,LOGOMORPHA,Leporidae,"Lepus timidus Linnaeus, 1758",Lepre bianca,,,,,,,,,x,,,,,,,,x,,,,None,2
Chordata,MAMMALIA,RODENTIA,Hystricidae,"Hystrix cristata  (Linnaeus, 1758)  ",Istrice,,x,,,,,,x,,,,,,,,x,,,,,"A minor rischio, Quasi a rischio",3
Chordata,MAMMALIA,RODENTIA,Myocastoridae,"Myocastor coypus (Molina, 1782)",Nutria,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,MAMMALIA,RODENTIA,Myoxidae,"Dryomis nitedula (Pallas, 1779)",Driomio,,x,,,,,,,x,,,,,,,x,,,,,"A minor rischio, Quasi a rischio",3
Chordata,MAMMALIA,RODENTIA,Myoxidae,"Eliomys quercinus (Linnaeus, 1766) ",Quercino,,x,,,,,,,x,,,,,,,,,,,,Vulnerabile,2
Chordata,MAMMALIA,RODENTIA,Myoxidae,Eliomys quercinus liparensis,,,x,,,,,,,x,,,,,,,,,,x,M,None,3
Chordata,MAMMALIA,RODENTIA,Myoxidae,Eliomys quercinus sardus,,,x,,,,,,,x,,,,,,,,,,x,M,None,3
Chordata,MAMMALIA,RODENTIA,Myoxidae,"Muscardinus avellanarius (Linnaeus, 1758) ",Moscardino,,x,,,,,,,x,,,,,,,x,,,,,"A minor rischio, Quasi a rischio",3
Chordata,MAMMALIA,RODENTIA,Myoxidae,"Myoxus glis (Linnaeus, 1766)  ",Ghiro,,x,,,,,,,x,,,,,,,,,,,,"A minor rischio, Quasi a rischio",2
Chordata,MAMMALIA,RODENTIA,Sciuridae,"Marmota marmota (Linnaeus, 1758) ",Marmotta,,x,,,,,,,x,,,,,,,x,,,,,None,3
Chordata,MAMMALIA,RODENTIA,Sciuridae,"Sciurus carolinensis Gmelin, 1788",Scoiattolo grigio,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,MAMMALIA,RODENTIA,Sciuridae,"Sciurus vulgaris Linnaeus, 1758",Scoiattolo,,x,,,,,,,x,,,,,,,,,,,,Quasi a rischio,2
Chordata,OSTEICHTHYES,ACIPENSERIFORMES,Acipenseridae,"Acipenser naccarii   * Bonaparte,1836",Storione cobice,,,,,,,,x,,,x,,,,x,x,,x,x,,Vulnerabile,6
Chordata,OSTEICHTHYES,ACIPENSERIFORMES,Acipenseridae,"Acipenser sturio   * Linnaeus,1758",Storione,,,,,,,,x,,x,,,,,x,x,,x,,,Gravemente minacciato,5
Chordata,OSTEICHTHYES,ACIPENSERIFORMES,Acipenseridae,"Acipenser transmontanus Richardson, 1836",Storione bianco,,,,,,,,,,,x,,,,,,x,,,,None,2
Chordata,OSTEICHTHYES,ACIPENSERIFORMES,Acipenseridae,"Huso huso (Linnaeus, 1758)",Storione ladano,,,,,,,,,x,,x,,,,,,x,,,M,Minacciato,3
Chordata,OSTEICHTHYES,CLUPEIFORMES,Clupeidae,"Alosa  fallax (Lacépède, 1803)",Cheppia,,,,,,,,,x,,,,,,x,,x,,,,Dati insufficienti,3
Chordata,OSTEICHTHYES,CLUPEIFORMES,Clupeidae,"Alosa alosa (Linnaeus, 1758)",Alosa,,,,,,,,,x,,,,,,x,,x,,,,Dati insufficienti,3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cobitidae,"Cobitis bilineata (Canestrini, 1865) ",Cobite,,,,,,,,,x,,,,,,x,,,,,,None,2
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cobitidae,"Cobitis taenia Linnaeus, 1758 ",Cobite,,,,,,,,,x,,,,,,x,,,,,,None,2
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cobitidae,"Sabanejewia larvata (De Filippi, 1859)",Cobite mascherato,,,,,,,,,x,,,,,,x,,,,x,,"A minor rischio, Quasi a rischio",3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Alburnus albidus (Costa, 1838)",Alborella meridionale,,,,,,,,,x,,,,,,x,,,,x,,Vulnerabile,3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Barbo plebejus (Bonaparte, 1839)",Barbo,,,,,,,,,x,,,,,,x,,x,,,,"A minor rischio, Quasi a rischio",3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Barbus meridionalis Risso,1826",Barbo canino,,,,,,,,,x,,,,,,x,,x,,,,None,3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Chondrostoma genei (Bonaparte, 1839) ",Lasca,,,,,,,,,x,,,,,,x,,,,x,,"A minor rischio, Quasi a rischio",3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Chondrostoma nasus (Linnaeus, 1758)",Naso,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Chondrostoma soetta Bonaparte, 1840",Savetta,,,,,,,,,x,,,,,,x,,,,x,,None,3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Leuciscus lucumonis Bianco, 1982",Cavedano dell'Ombrone,,,,,,,,,x,,,,,,x,,,,x,,"A minor rischio, Quasi a rischio",3
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Leuciscus souffia Risso,1826",Vairone,,,,,,,,,x,,,,,,x,,,,,,None,2
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Pachychilon pictum (Heckel & Kner, 1858)",Leucisco d'Albania,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Rhodeus sericeus (Pallas, 1776)",Rodeo amaro,,,,,,,,,x,,,,,,x,,,,,,None,2
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Rutilus pigus (Lacépède, 1804)",Pigo,,,,,,,,,x,,,,,,x,,,,,,Dati insufficienti,2
Chordata,OSTEICHTHYES,CYPRINIFORMES,Cyprinidae,"Rutilus rubilio (Bonaparte, 1837) ",Rovella,,,,,,,,,x,,,,,,x,,,,x,,None,3
Chordata,OSTEICHTHYES,CYPRINODONTIFORMES,Cyprinodontidae,"Aphanius fasciatus Nardo, 1827",Nono,,,,,,,,x,,,,,,,x,,,x,,,Dati insufficienti,3
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Gobius nigricans Canestrini, 1867",Ghiozzo di ruscello,,,,,,,,,,,,,,,x,,,,,,Vulnerabile,1
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Knipowitschia  panizzae (Verga, 1841)",Ghiozzetto di laguna,,,,,,,,,,,,,,,x,,,,x,,Dati insufficienti,2
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Padogobius nigricans (Canestrini, 1867)",Ghiozzo di ruscello,,,,,,,,,,,,,,,x,,,,x,,Vulnerabile,2
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Podogobius martensi (Günther, 1861)",Giozzo padano,,,,,,,,,x,,,,,,,,,,x,,"A minor rischio, Quasi a rischio",2
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Pomatoschistus canestrini (Ninni, 1883)",Ghiozzetto cenerino,,,,,,,,,x,,,,,,x,,,,x,,Dati insufficienti,3
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Pomatoschistus marmoratus (Risso, 1810)",Ghiozzetto marmorizzato,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Pomatoschistus microps (Kroyer, 1838)",Ghiozzetto baltico,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,PERCIFORMES,Gobiidae,"Pomatoschistus minutus (Pallas, 1770)",Ghiozzetto minuto,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,PERCIFORMES,Sciaenidae,"Sciaena umbra (Linnaeus, 1758) ",Corvina,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,PERCIFORMES,Sciaenidae,"Umbrina cirrosa (Linnaeus, 1758)",Ombrina,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,SALMONIFORMES,Salmonidae,"Coregonus oxyrhynchus (Linnaeus, 1758)",Bondella,,,,,,,,,x,,,,,,,,x,,,,None,2
Chordata,OSTEICHTHYES,SALMONIFORMES,Salmonidae,"Salmo (trutta) macrostigma Duméril, 1858 ",Trota macrostigma,,,,,,,,,,,,,,,x,,,,,M,None,1
Chordata,OSTEICHTHYES,SALMONIFORMES,Salmonidae,"Salmo (trutta) marmoratus (Cuvier, 1817)",Trota marmorata,,,,,,,,,,,,,,,x,,,,x,,Dati insufficienti,2
Chordata,OSTEICHTHYES,SALMONIFORMES,Salmonidae,"Thymallus thymallus  (Linnaeus, 1758)",Temolo,,,,,,,,,x,,,,,,,,x,,,,None,2
Chordata,OSTEICHTHYES,SALMONIFORMES,Siluridae,"Coregonus lavaretus (Linnaeus, 1758)",Coregone,,,,,,,,,x,,,,,,,,x,,,,Dati insufficienti,2
Chordata,OSTEICHTHYES,SILURIFORMES,Siluridae,"Silurus glanis  Linnaeus, 1758 ",Siluro,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,OSTEICHTHYES,SYNGNATHIFORMES,Cottidae,"Cottus gobio Linnaeus, 1758 ",Scazzone,,,,,,,,,,,,,,,x,,,,,,None,1
Chordata,OSTEICHTHYES,SYNGNATHIFORMES,Syngnathidae,"Hippocampus hippocampus (Linnaeus, 1758) ",Cavalluccio marino,,,,,,,,,,,,x,,,,,,,,,Vulnerabile,1
Chordata,OSTEICHTHYES,SYNGNATHIFORMES,Syngnathidae,"Hippocampus ramulosus Leach, 1814",Cavalluccio marino,,,,,,,,,,,,x,,,,,,,,,None,1
Chordata,OSTEICHTHYES,SYNGNATHIFORMES,Syngnathidae,"Syngnathus abaster Risso, 1826",Pesce ago di Rio,,,,,,,,,x,,,,,,,,,,,,Dati insufficienti,1
Chordata,REPTILIA,SQUAMATA,Anguidae,"Anguis fragilis Linnaeus, 1758",Orbettino,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Anguidae,"Ophisaurus apodus (Pallas, 1775)",Ofisauro,,,,,,,,,x,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Chamaeleonidae,"Chamaeleo chamaeleon (Linnaeus, 1758)",Camaleonte,,,,,,,,x,,,x,,,,,x,,,,,None,3
Chordata,REPTILIA,SQUAMATA,Colubridae,"Coluber gemonensis (Laurenti, 1768)",Colubro dei Balcani,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Coluber hippocrepis Linnaeus, 1758 ",Colubro ferro di cavallo,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Coluber najadum (Eichwald, 1831)",Colubro saetta,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Coluber viridiflavus Lacépède, 1789",Biacco,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Coronella austriaca Laurenti, 1768",Colubro liscio,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Coronella girondica (Daudin, 1803)",Colubro dai riccioli,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Elaphe longissima (Laurenti, 1768)",Saettone,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Elaphe quatuorlineata (Lacépède, 1789)",Cervone,,,,,,,,x,,,,,,,x,x,,,,,None,3
Chordata,REPTILIA,SQUAMATA,Colubridae,"Elaphe scalaris (Schinz, 1822)",Colubro bilineato,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Elaphe situla (Linnaeus, 1758) ",Colubro leopardino,,,,,,,,x,,,,,,,x,x,,,,,Dati insufficienti,3
Chordata,REPTILIA,SQUAMATA,Colubridae,"Macroprotodon cucullatus Geoffroy, 1827",Colubro dal cappuccio,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Malpolon monpessulanus (Hermann, 1804)",Colubro lacertino,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Natrix maura (Linnaeus, 1758) ",Natrice viperina,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Natrix natrix (Linnaeus, 1758) ",Natrice dal collare,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Natrix natrix cetti Gené, 1839   (= n. corsa (Hecht, 1930))",Natrice di Cetti,,,,,,,,,,,,,,,,x,,,,,Gravemente minacciato,1
Chordata,REPTILIA,SQUAMATA,Colubridae,"Natrix tessellata (Laurenti, 1768)",Natrice tassellata,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Colubridae,"Telescopus fallax (Fleischmann, 1831)",Serpente gatto europeo,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Gekkonidae,"Cyrtopodion (=Cyrtodactylus) kotschyi (Steindachner, 1870)",Geco di Kotschy,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Gekkonidae,"Euleptes europaea (Gené, 1838)",Tarantolino,,,,,,,,x,,,,,,,x,x,,,,,Vulnerabile,3
Chordata,REPTILIA,SQUAMATA,Gekkonidae,"Hemidactylus turcicus (Linnaeus, 1758) ",Geco verrucoso,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Gekkonidae,"Phyllodactylus europaeus Gené, 1830",Tarantolino,,,,,,,,x,,,,,,,x,x,,,,,Vulnerabile,3
Chordata,REPTILIA,SQUAMATA,Gekkonidae,"Tarentola mauritanica (Linnaeus, 1758) ",Tarantola muraiola,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Algyroides fitzingeri (Wiegmann, 1834)",Algiroide nano,,,,,,,,x,,,,,,,,x,,,x,,None,3
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Algyroides nigropunctatus (Duméril & Bibron, 1839)",Algiroide magnifico,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Archaeolacerta bedriagae (Camerano, 1885)",Lucertola di Bedriaga,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Archaeolacerta horvathi (Méhelÿ, 1904)",Lucertola di Horvath,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Lacerta agilis  Linnaeus, 1758",Lucertola degli arbusti,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Lacerta horvathi (Méhelÿ, 1904)",Lucertola di Horvath,,,,,,,,x,,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Lacerta trilineata Bedriaga, 1886 ",Ramarro gigante,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Lacerta viridis (Laurenti, 1768)",Ramarro,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Podarcis filfolensis (Bedriaga, 1876) ",Lucertola di Malta,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Podarcis melisellensis (Braun, 1877)",Lucertola adriatica,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Podarcis muralis (Laurenti, 1768)",Lucertola muraiola,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Podarcis sicula (Rafinesque, 1810)",Lucertola campestre,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Podarcis tiliguerta (Gmelin, 1789) ",Lucertola tiliguerta,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Podarcis wagleriana Gistel, 1868",Lucertola sicula,,,,,,,,x,,,,,,,,x,,,x,,None,3
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Psammodromus algirus (Linnaeus, 1758) ",Lucertola striata comune,,,,,,,,,x,,,,,,,,,,x,,None,2
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Timon lepidus (Daudin, 1802)",Lucertola ocellata,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Lacertidae,"Zootoca vivipara Jacquin, 1787",Lucertola vivipera,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Scincidae,"Chalcides chalcides (Linnaeus, 1758) ",Luscengola,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Scincidae,"Chalcides ocellatus (Forsskål, 1775)",Gongilo,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Scincidae,"Chalcides striatus (Cuvier, 1829)",Gongilo striato,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Viperidae,"Vipera ammodytes (Linnaeus, 1758) ",Vipera dal corno,,,,,,,,x,,,,,,,,x,,,,,None,2
Chordata,REPTILIA,SQUAMATA,Viperidae,"Vipera aspis (Linnaeus, 1758) ",Vipera comune,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Viperidae,"Vipera berus (Linnaeus, 1758) ",Marasso,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,SQUAMATA,Viperidae,"Vipera ursinii (Bonaparte, 1835)",Vipera dell'Orsini,,,,,,,,x,,x,,,,,x,x,,,,,Minacciato,4
Chordata,REPTILIA,TESTUDINES,Bataguridae,"Mauremys caspica (Gmelin, 1774)",Mauremide caspica,,,,,,,,x,,,,,,,x,x,,,,,None,3
Chordata,REPTILIA,TESTUDINES,Bataguridae,"Mauremys leprosa (Schweigger, 1812)",Mauremide occidentale,,,,,,,,,x,,,,,,x,x,,,,,None,3
Chordata,REPTILIA,TESTUDINES,Cheloniidae,"Caretta caretta   * (Linnaeus, 1758)",Tartaruga caretta,,,,,,,,x,,x,,,x,,x,x,,,,M,Minacciato,5
Chordata,REPTILIA,TESTUDINES,Cheloniidae,"Chelonia mydas (Linnaeus, 1758) ",Tartaruga verde,,,,,,,,x,,x,,,x,,,x,,,,M,Minacciato,4
Chordata,REPTILIA,TESTUDINES,Cheloniidae,"Eretmochelys imbricata (Linnaeus, 1766)",Tartaruga  embricata,,,,,,,,x,,x,,,x,,,x,,,,M,Gravemente minacciato,4
Chordata,REPTILIA,TESTUDINES,Cheloniidae,"Lepidochelys kempii (Garman, 1880)",Tartaruga bastarda,,,,,,,,x,,x,,,x,,,x,,,,M,Gravemente minacciato,4
Chordata,REPTILIA,TESTUDINES,Dermochelydae,"Dermochelys coriacea (Vandelli, 1761)",Tartaruga liuto,,,,,,,,x,,x,,,x,,,x,,,,M,Gravemente minacciato,4
Chordata,REPTILIA,TESTUDINES,Emydidae,"Emys orbicularis (Linnaeus, 1758)",Testuggine d'acqua,,,,,,,,x,,,,,,,x,x,,,,,"A minor rischio, Quasi a rischio",3
Chordata,REPTILIA,TESTUDINES,Emydidae,"Trachemys (=Pseudemys) scripta Agassiz, 1857",Testuggine dalle guance rosse,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,REPTILIA,TESTUDINES,Testudinidae,"Testudo graeca Linnaeus, 1758",Testuggine greca,,,,,,,,x,,x,,,,,x,x,,,,M,Vulnerabile,4
Chordata,REPTILIA,TESTUDINES,Testudinidae,"Testudo hermanni Gmelin, 1789",Testuggine comune,,,,,,,,x,,x,,,,,x,x,,,,M,"A minor rischio, Quasi a rischio",4
Chordata,REPTILIA,TESTUDINES,Testudinidae,"Testudo marginata Schoepff, 1792",Testuggine marginata,,,,,,,,x,,x,,,,,x,x,,,,M,None,4
Cnidaria,ANTHOZOA,ANTIPATHARIA,Antipathidae,"Antipathes dichotoma Pallas, 1766",,,,,,,,,,x,,x,,,,,,,,,,None,2
Cnidaria,ANTHOZOA,ANTIPATHARIA,Antipathidae,"Antipathes fragilis Gravier, 1918",,,,,,,,,,x,,x,,,,,,,,,,None,2
Cnidaria,ANTHOZOA,ANTIPATHARIA,Antipathidae,"Antipathes subpinnata (Ellis & Solander, 1786)",,,,,,,,,,x,,x,,,,,,,,,,None,2
