id,label,parent,value
Annelida_,Annelida,,2
Annelida_HIRUDINEA,HIRUDINEA,Annelida_,2
Annelida_HIRUDINEA_GNATHOBDELLAE,GNATHOBDELLAE,Annelida_HIRUDINEA,2
Annelida_HIRUDINEA_GNATHOBDELLAE_Hirudinidae,Hirudinidae,Annelida_HIRUDINEA_GNATHOBDELLAE,2
Annelida_HIRUDINEA_GNATHOBDELLAE_Hirudinidae_Sanguisuga,Sanguisuga,Annelida_HIRUDINEA_GNATHOBDELLAE_Hirudinidae,2
"Annelida_HIRUDINEA_GNATHOBDELLAE_Hirudinidae_Sanguisuga_Hirudo medicinalis (Linnaeus, 1758)","Hirudo medicinalis (Linnaeus, 1758)",Annelida_HIRUDINEA_GNATHOBDELLAE_Hirudinidae_Sanguisuga,2
Arthropoda_,Arthropoda,,120
Arthropoda_CRUSTACEA,CRUSTACEA,Arthropoda_,13
Arthropoda_CRUSTACEA_DECAPODA,DECAPODA,Arthropoda_CRUSTACEA,13
Arthropoda_CRUSTACEA_DECAPODA_Astacidae,Astacidae,Arthropoda_CRUSTACEA_DECAPODA,5
Arthropoda_CRUSTACEA_DECAPODA_Astacidae_Astice,Astice,Arthropoda_CRUSTACEA_DECAPODA_Astacidae,2
"Arthropoda_CRUSTACEA_DECAPODA_Astacidae_Astice_Astacus astacus (Linnaeus, 1758)","Astacus astacus (Linnaeus, 1758)",Arthropoda_CRUSTACEA_DECAPODA_Astacidae_Astice,2
Arthropoda_CRUSTACEA_DECAPODA_Astacidae_Gambero di fiume,Gambero di fiume,Arthropoda_CRUSTACEA_DECAPODA_Astacidae,3
"Arthropoda_CRUSTACEA_DECAPODA_Astacidae_Gambero di fiume_Austropotamobius pallipes (Lereboullet, 1858)","Austropotamobius pallipes (Lereboullet, 1858)",Arthropoda_CRUSTACEA_DECAPODA_Astacidae_Gambero di fiume,3
Arthropoda_CRUSTACEA_DECAPODA_Majidae,Majidae,Arthropoda_CRUSTACEA_DECAPODA,1
Arthropoda_CRUSTACEA_DECAPODA_Majidae_Granceola,Granceola,Arthropoda_CRUSTACEA_DECAPODA_Majidae,1
"Arthropoda_CRUSTACEA_DECAPODA_Majidae_Granceola_Maja squinado (Herbst, 1788)","Maja squinado (Herbst, 1788)",Arthropoda_CRUSTACEA_DECAPODA_Majidae_Granceola,1
Arthropoda_CRUSTACEA_DECAPODA_Nephropidae,Nephropidae,Arthropoda_CRUSTACEA_DECAPODA,1
Arthropoda_CRUSTACEA_DECAPODA_Nephropidae_Astice,Astice,Arthropoda_CRUSTACEA_DECAPODA_Nephropidae,1
"Arthropoda_CRUSTACEA_DECAPODA_Nephropidae_Astice_Homarus gammarus (Linnaeus, 1758)","Homarus gammarus (Linnaeus, 1758)",Arthropoda_CRUSTACEA_DECAPODA_Nephropidae_Astice,1
Arthropoda_CRUSTACEA_DECAPODA_Ocypodidae,Ocypodidae,Arthropoda_CRUSTACEA_DECAPODA,1
Arthropoda_CRUSTACEA_DECAPODA_Ocypodidae_Granchio fantasma,Granchio fantasma,Arthropoda_CRUSTACEA_DECAPODA_Ocypodidae,1
"Arthropoda_CRUSTACEA_DECAPODA_Ocypodidae_Granchio fantasma_Ocypode cursor (Linnaeus, 1758)","Ocypode cursor (Linnaeus, 1758)",Arthropoda_CRUSTACEA_DECAPODA_Ocypodidae_Granchio fantasma,1
Arthropoda_CRUSTACEA_DECAPODA_Palinuridae,Palinuridae,Arthropoda_CRUSTACEA_DECAPODA,1
Arthropoda_CRUSTACEA_DECAPODA_Palinuridae_Aragosta,Aragosta,Arthropoda_CRUSTACEA_DECAPODA_Palinuridae,1
"Arthropoda_CRUSTACEA_DECAPODA_Palinuridae_Aragosta_Palinurus elephas (Fabricius, 1787)","Palinurus elephas (Fabricius, 1787)",Arthropoda_CRUSTACEA_DECAPODA_Palinuridae_Aragosta,1
Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae,Scyllaridae,Arthropoda_CRUSTACEA_DECAPODA,4
Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala di mare,Cicala di mare,Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae,1
"Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala di mare_Scyllarus arctus (Linnaeus, 1758)","Scyllarus arctus (Linnaeus, 1758)",Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala di mare,1
Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala grande,Cicala grande,Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae,2
"Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala grande_Scyllarides latus (Latreille,1803)","Scyllarides latus (Latreille,1803)",Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala grande,2
Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala minore,Cicala minore,Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae,1
"Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala minore_Scyllarus pygmaeus (Bate, 1888)","Scyllarus pygmaeus (Bate, 1888)",Arthropoda_CRUSTACEA_DECAPODA_Scyllaridae_Cicala minore,1
Arthropoda_HEXAPODA,HEXAPODA,Arthropoda_,107
Arthropoda_HEXAPODA_COLEOPTERA,COLEOPTERA,Arthropoda_HEXAPODA,31
Arthropoda_HEXAPODA_COLEOPTERA_Bostrichidae,Bostrichidae,Arthropoda_HEXAPODA_COLEOPTERA,3
Arthropoda_HEXAPODA_COLEOPTERA_Bostrichidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Bostrichidae,3
"Arthropoda_HEXAPODA_COLEOPTERA_Bostrichidae_Non precisato_Stephanopachys substriatus (Paykull, 1800)","Stephanopachys substriatus (Paykull, 1800)",Arthropoda_HEXAPODA_COLEOPTERA_Bostrichidae_Non precisato,3
Arthropoda_HEXAPODA_COLEOPTERA_Buprestidae,Buprestidae,Arthropoda_HEXAPODA_COLEOPTERA,3
Arthropoda_HEXAPODA_COLEOPTERA_Buprestidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Buprestidae,3
"Arthropoda_HEXAPODA_COLEOPTERA_Buprestidae_Non precisato_Buprestis splendens Fabricius, 1774","Buprestis splendens Fabricius, 1774",Arthropoda_HEXAPODA_COLEOPTERA_Buprestidae_Non precisato,3
Arthropoda_HEXAPODA_COLEOPTERA_Carabidae,Carabidae,Arthropoda_HEXAPODA_COLEOPTERA,4
Arthropoda_HEXAPODA_COLEOPTERA_Carabidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Carabidae,4
"Arthropoda_HEXAPODA_COLEOPTERA_Carabidae_Non precisato_Carabus olympiae * Sella, 1855","Carabus olympiae * Sella, 1855",Arthropoda_HEXAPODA_COLEOPTERA_Carabidae_Non precisato,4
Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae,Cerambycidae,Arthropoda_HEXAPODA_COLEOPTERA,7
Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae,7
"Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato_Cerambyx cerdo (Linnaeus, 1758)","Cerambyx cerdo (Linnaeus, 1758)",Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato,3
"Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato_Morimus funereus (Mulsant, 1863)","Morimus funereus (Mulsant, 1863)",Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato,1
"Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato_Rosalia alpina   * (Linnaeus, 1758)","Rosalia alpina   * (Linnaeus, 1758)",Arthropoda_HEXAPODA_COLEOPTERA_Cerambycidae_Non precisato,3
Arthropoda_HEXAPODA_COLEOPTERA_Cetoniidae,Cetoniidae,Arthropoda_HEXAPODA_COLEOPTERA,3
Arthropoda_HEXAPODA_COLEOPTERA_Cetoniidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Cetoniidae,3
"Arthropoda_HEXAPODA_COLEOPTERA_Cetoniidae_Non precisato_Osmoderma eremita   * (Scopoli, 1763)","Osmoderma eremita   * (Scopoli, 1763)",Arthropoda_HEXAPODA_COLEOPTERA_Cetoniidae_Non precisato,3
Arthropoda_HEXAPODA_COLEOPTERA_Cucujidae,Cucujidae,Arthropoda_HEXAPODA_COLEOPTERA,3
Arthropoda_HEXAPODA_COLEOPTERA_Cucujidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Cucujidae,3
"Arthropoda_HEXAPODA_COLEOPTERA_Cucujidae_Non precisato_Cucujus cinnaberinus (Scopoli, 1763)","Cucujus cinnaberinus (Scopoli, 1763)",Arthropoda_HEXAPODA_COLEOPTERA_Cucujidae_Non precisato,3
Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae,Dytiscidae,Arthropoda_HEXAPODA_COLEOPTERA,6
Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae,6
"Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae_Non precisato_Dytiscus latissimus (Linnaeus, 1758)","Dytiscus latissimus (Linnaeus, 1758)",Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae_Non precisato,3
"Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae_Non precisato_Graphoderus bilineatus (De Geer, 1774)","Graphoderus bilineatus (De Geer, 1774)",Arthropoda_HEXAPODA_COLEOPTERA_Dytiscidae_Non precisato,3
Arthropoda_HEXAPODA_COLEOPTERA_Lucanidae,Lucanidae,Arthropoda_HEXAPODA_COLEOPTERA,2
Arthropoda_HEXAPODA_COLEOPTERA_Lucanidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_COLEOPTERA_Lucanidae,2
"Arthropoda_HEXAPODA_COLEOPTERA_Lucanidae_Non precisato_Lucanus cervus (Linnaeus, 1758)","Lucanus cervus (Linnaeus, 1758)",Arthropoda_HEXAPODA_COLEOPTERA_Lucanidae_Non precisato,2
Arthropoda_HEXAPODA_LEPIDOPTERA,LEPIDOPTERA,Arthropoda_HEXAPODA,53
Arthropoda_HEXAPODA_LEPIDOPTERA_Arctiidae,Arctiidae,Arthropoda_HEXAPODA_LEPIDOPTERA,1
Arthropoda_HEXAPODA_LEPIDOPTERA_Arctiidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Arctiidae,1
"Arthropoda_HEXAPODA_LEPIDOPTERA_Arctiidae_Non precisato_Euplagia quadripunctaria   * (Poda, 1761)","Euplagia quadripunctaria   * (Poda, 1761)",Arthropoda_HEXAPODA_LEPIDOPTERA_Arctiidae_Non precisato,1
Arthropoda_HEXAPODA_LEPIDOPTERA_Lasiocampidae,Lasiocampidae,Arthropoda_HEXAPODA_LEPIDOPTERA,3
Arthropoda_HEXAPODA_LEPIDOPTERA_Lasiocampidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Lasiocampidae,3
"Arthropoda_HEXAPODA_LEPIDOPTERA_Lasiocampidae_Non precisato_Eriogaster catax (Linnaeus, 1758)","Eriogaster catax (Linnaeus, 1758)",Arthropoda_HEXAPODA_LEPIDOPTERA_Lasiocampidae_Non precisato,3
Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae,Lycaenidae,Arthropoda_HEXAPODA_LEPIDOPTERA,10
Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae,10
"Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato_Lycaena dispar (Haworth, 1803)","Lycaena dispar (Haworth, 1803)",Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato,3
"Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato_Maculinea arion (Linnaeus, 1758)  ","Maculinea arion (Linnaeus, 1758)  ",Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato,1
"Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato_Maculinea teleius (Bergstrasser, 1779)","Maculinea teleius (Bergstrasser, 1779)",Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato,3
"Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato_Maculinea teleius (Bergstrasser, 1799)","Maculinea teleius (Bergstrasser, 1799)",Arthropoda_HEXAPODA_LEPIDOPTERA_Lycaenidae_Non precisato,3
Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae,Nymphalidae,Arthropoda_HEXAPODA_LEPIDOPTERA,5
Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae,5
"Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae_Non precisato_Argynnis elisa Godart, 1823","Argynnis elisa Godart, 1823",Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae_Non precisato,3
"Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae_Non precisato_Euphydryas aurinia (Rottemburg,1775)","Euphydryas aurinia (Rottemburg,1775)",Arthropoda_HEXAPODA_LEPIDOPTERA_Nymphalidae_Non precisato,2
Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae,Papilionidae,Arthropoda_HEXAPODA_LEPIDOPTERA,14
Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae,14
"Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato_Papilio alexanor Esper, 1799","Papilio alexanor Esper, 1799",Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato,2
"Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato_Papilio hospiton Géné, 1839","Papilio hospiton Géné, 1839",Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato,5
"Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato_Parnassius apollo (Linnaeus, 1758) ","Parnassius apollo (Linnaeus, 1758) ",Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato,3
"Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato_Parnassius mnemosyne (Linnaeus, 1758)  ","Parnassius mnemosyne (Linnaeus, 1758)  ",Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato,2
"Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato_Zerynthia polyxena (Denis & Schiffermuller, 1775)","Zerynthia polyxena (Denis & Schiffermuller, 1775)",Arthropoda_HEXAPODA_LEPIDOPTERA_Papilionidae_Non precisato,2
Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae,Satyridae,Arthropoda_HEXAPODA_LEPIDOPTERA,16
Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae,16
"Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato_Coenonympha oedippus (Fabricius, 1787)","Coenonympha oedippus (Fabricius, 1787)",Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato,3
"Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato_Erebia calcaria Lorkovic, 1949","Erebia calcaria Lorkovic, 1949",Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato,4
"Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato_Erebia christi Ratzer, 1890","Erebia christi Ratzer, 1890",Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato,4
"Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato_Lasiommata achine (Scopoli, 1763)","Lasiommata achine (Scopoli, 1763)",Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato,2
"Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato_Melanargia arge (Sulzer, 1776)","Melanargia arge (Sulzer, 1776)",Arthropoda_HEXAPODA_LEPIDOPTERA_Satyridae_Non precisato,3
Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae,Sphingidae,Arthropoda_HEXAPODA_LEPIDOPTERA,4
Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae,4
"Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae_Non precisato_Hyles hippophaes (Esper, 1793)","Hyles hippophaes (Esper, 1793)",Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae_Non precisato,2
"Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae_Non precisato_Prosperinus proserpinus (Pallas, 1772)","Prosperinus proserpinus (Pallas, 1772)",Arthropoda_HEXAPODA_LEPIDOPTERA_Sphingidae_Non precisato,2
Arthropoda_HEXAPODA_ODONATA,ODONATA,Arthropoda_HEXAPODA,21
Arthropoda_HEXAPODA_ODONATA_Coenagrionidae,Coenagrionidae,Arthropoda_HEXAPODA_ODONATA,2
Arthropoda_HEXAPODA_ODONATA_Coenagrionidae_Agrion di Mercurio,Agrion di Mercurio,Arthropoda_HEXAPODA_ODONATA_Coenagrionidae,2
"Arthropoda_HEXAPODA_ODONATA_Coenagrionidae_Agrion di Mercurio_Coenagrion mercuriale (Charpentier, 1840)","Coenagrion mercuriale (Charpentier, 1840)",Arthropoda_HEXAPODA_ODONATA_Coenagrionidae_Agrion di Mercurio,2
Arthropoda_HEXAPODA_ODONATA_Cordulegastridae,Cordulegastridae,Arthropoda_HEXAPODA_ODONATA,4
Arthropoda_HEXAPODA_ODONATA_Cordulegastridae_Non precisato,Non precisato,Arthropoda_HEXAPODA_ODONATA_Cordulegastridae,4
"Arthropoda_HEXAPODA_ODONATA_Cordulegastridae_Non precisato_Cordulegaster trinacriae Waterston, 1976","Cordulegaster trinacriae Waterston, 1976",Arthropoda_HEXAPODA_ODONATA_Cordulegastridae_Non precisato,4
Arthropoda_HEXAPODA_ODONATA_Corduliidae,Corduliidae,Arthropoda_HEXAPODA_ODONATA,3
Arthropoda_HEXAPODA_ODONATA_Corduliidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_ODONATA_Corduliidae,3
"Arthropoda_HEXAPODA_ODONATA_Corduliidae_Non precisato_Oxygastra curtisii (Dale, 1834)","Oxygastra curtisii (Dale, 1834)",Arthropoda_HEXAPODA_ODONATA_Corduliidae_Non precisato,3
Arthropoda_HEXAPODA_ODONATA_Gromphidae,Gromphidae,Arthropoda_HEXAPODA_ODONATA,8
Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_ODONATA_Gromphidae,8
"Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato_Gomphus flavipes (Charpentier, 1825) ","Gomphus flavipes (Charpentier, 1825) ",Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato,2
"Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato_Lindenia tetraphylla (Van der Linden, 1825)","Lindenia tetraphylla (Van der Linden, 1825)",Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato,3
"Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato_Ophiogomphus cecilia (Fourcroy, 1785)","Ophiogomphus cecilia (Fourcroy, 1785)",Arthropoda_HEXAPODA_ODONATA_Gromphidae_Non precisato,3
Arthropoda_HEXAPODA_ODONATA_Lestidae,Lestidae,Arthropoda_HEXAPODA_ODONATA,1
Arthropoda_HEXAPODA_ODONATA_Lestidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_ODONATA_Lestidae,1
"Arthropoda_HEXAPODA_ODONATA_Lestidae_Non precisato_Sympecma paedisca (Brauer, 1882)","Sympecma paedisca (Brauer, 1882)",Arthropoda_HEXAPODA_ODONATA_Lestidae_Non precisato,1
Arthropoda_HEXAPODA_ODONATA_Libellulidae,Libellulidae,Arthropoda_HEXAPODA_ODONATA,3
Arthropoda_HEXAPODA_ODONATA_Libellulidae_Non precisato,Non precisato,Arthropoda_HEXAPODA_ODONATA_Libellulidae,3
"Arthropoda_HEXAPODA_ODONATA_Libellulidae_Non precisato_Leucorrhinia pectoralis (Charpentier, 1825) ","Leucorrhinia pectoralis (Charpentier, 1825) ",Arthropoda_HEXAPODA_ODONATA_Libellulidae_Non precisato,3
Arthropoda_HEXAPODA_ORTHOPTERA,ORTHOPTERA,Arthropoda_HEXAPODA,2
Arthropoda_HEXAPODA_ORTHOPTERA_Tettigoniidae,Tettigoniidae,Arthropoda_HEXAPODA_ORTHOPTERA,2
Arthropoda_HEXAPODA_ORTHOPTERA_Tettigoniidae_Saga,Saga,Arthropoda_HEXAPODA_ORTHOPTERA_Tettigoniidae,2
"Arthropoda_HEXAPODA_ORTHOPTERA_Tettigoniidae_Saga_Saga pedo (Pallas, 1771)","Saga pedo (Pallas, 1771)",Arthropoda_HEXAPODA_ORTHOPTERA_Tettigoniidae_Saga,2
Bryozoa_,Bryozoa,,1
Bryozoa_STENOLAEMATA,STENOLAEMATA,Bryozoa_,1
Bryozoa_STENOLAEMATA_CYCLOSTOMIDA,CYCLOSTOMIDA,Bryozoa_STENOLAEMATA,1
Bryozoa_STENOLAEMATA_CYCLOSTOMIDA_Horneridae,Horneridae,Bryozoa_STENOLAEMATA_CYCLOSTOMIDA,1
Bryozoa_STENOLAEMATA_CYCLOSTOMIDA_Horneridae_Non precisato,Non precisato,Bryozoa_STENOLAEMATA_CYCLOSTOMIDA_Horneridae,1
Bryozoa_STENOLAEMATA_CYCLOSTOMIDA_Horneridae_Non precisato_Hornera lichenoides,Hornera lichenoides,Bryozoa_STENOLAEMATA_CYCLOSTOMIDA_Horneridae_Non precisato,1
Chordata_,Chordata,,2100
Chordata_AGNATHA,AGNATHA,Chordata_,14
Chordata_AGNATHA_PETROMYZONTIFORMES,PETROMYZONTIFORMES,Chordata_AGNATHA,14
Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae,Petromyzontidae,Chordata_AGNATHA_PETROMYZONTIFORMES,14
Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda comune,Lampreda comune,Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae,2
"Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda comune_Lampetra planeri (Bloch, 1784)","Lampetra planeri (Bloch, 1784)",Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda comune,2
Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di fiume,Lampreda di fiume,Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae,3
"Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di fiume_Lampetra fluviatilis (Linnaeus, 1758)","Lampetra fluviatilis (Linnaeus, 1758)",Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di fiume,3
Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di mare,Lampreda di mare,Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae,2
"Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di mare_Petromyzon marinus Linnaeus, 1758","Petromyzon marinus Linnaeus, 1758",Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di mare,2
Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di ruscello,Lampreda di ruscello,Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae,4
"Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di ruscello_Lethenteron zanandreai (Vladykov, 1955)","Lethenteron zanandreai (Vladykov, 1955)",Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda di ruscello,4
Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda padana,Lampreda padana,Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae,3
"Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda padana_Lampetra zanandreai (Vladykov, 1955)","Lampetra zanandreai (Vladykov, 1955)",Chordata_AGNATHA_PETROMYZONTIFORMES_Petromyzontidae_Lampreda padana,3
Chordata_AMPHIBIA,AMPHIBIA,Chordata_,106
Chordata_AMPHIBIA_ANURA,ANURA,Chordata_AMPHIBIA,47
Chordata_AMPHIBIA_ANURA_Bufonidae,Bufonidae,Chordata_AMPHIBIA_ANURA,3
Chordata_AMPHIBIA_ANURA_Bufonidae_Rospo comune,Rospo comune,Chordata_AMPHIBIA_ANURA_Bufonidae,1
"Chordata_AMPHIBIA_ANURA_Bufonidae_Rospo comune_Bufo bufo (Linnaeus, 1758)","Bufo bufo (Linnaeus, 1758)",Chordata_AMPHIBIA_ANURA_Bufonidae_Rospo comune,1
Chordata_AMPHIBIA_ANURA_Bufonidae_Rospo smeraldino,Rospo smeraldino,Chordata_AMPHIBIA_ANURA_Bufonidae,2
"Chordata_AMPHIBIA_ANURA_Bufonidae_Rospo smeraldino_Bufo viridis  Laurenti, 1768","Bufo viridis  Laurenti, 1768",Chordata_AMPHIBIA_ANURA_Bufonidae_Rospo smeraldino,2
Chordata_AMPHIBIA_ANURA_Discoglossidae,Discoglossidae,Chordata_AMPHIBIA_ANURA,10
Chordata_AMPHIBIA_ANURA_Discoglossidae_Discoglosso dipinto,Discoglosso dipinto,Chordata_AMPHIBIA_ANURA_Discoglossidae,2
"Chordata_AMPHIBIA_ANURA_Discoglossidae_Discoglosso dipinto_Discoglossus pictus Otth, 1837","Discoglossus pictus Otth, 1837",Chordata_AMPHIBIA_ANURA_Discoglossidae_Discoglosso dipinto,2
Chordata_AMPHIBIA_ANURA_Discoglossidae_Discoglosso sardo,Discoglosso sardo,Chordata_AMPHIBIA_ANURA_Discoglossidae,3
"Chordata_AMPHIBIA_ANURA_Discoglossidae_Discoglosso sardo_Discoglossus sardus Tschudi, 1837","Discoglossus sardus Tschudi, 1837",Chordata_AMPHIBIA_ANURA_Discoglossidae_Discoglosso sardo,3
Chordata_AMPHIBIA_ANURA_Discoglossidae_Ululone dal  ventre giallo,Ululone dal  ventre giallo,Chordata_AMPHIBIA_ANURA_Discoglossidae,3
"Chordata_AMPHIBIA_ANURA_Discoglossidae_Ululone dal  ventre giallo_Bombina variegata (Linnaeus, 1758)","Bombina variegata (Linnaeus, 1758)",Chordata_AMPHIBIA_ANURA_Discoglossidae_Ululone dal  ventre giallo,3
Chordata_AMPHIBIA_ANURA_Discoglossidae_Ululone italiano,Ululone italiano,Chordata_AMPHIBIA_ANURA_Discoglossidae,2
"Chordata_AMPHIBIA_ANURA_Discoglossidae_Ululone italiano_Bombina pachypus (Bonaparte, 1838)","Bombina pachypus (Bonaparte, 1838)",Chordata_AMPHIBIA_ANURA_Discoglossidae_Ululone italiano,2
Chordata_AMPHIBIA_ANURA_Hylidae,Hylidae,Chordata_AMPHIBIA_ANURA,7
Chordata_AMPHIBIA_ANURA_Hylidae_Raganella comune,Raganella comune,Chordata_AMPHIBIA_ANURA_Hylidae,2
